,Mean value,Dispersion,Mode,Median,75%percentile,25%percentile,Interquartile range,Maximum value,Minimum value
0,0.11539805825242719,0.09458507649338105,0.11900000000000001,0.097,0.1705,0.0385,0.132,0.427,0.001
